id	bairro	zona	altura_maxima	coef_aproveitamento_basico	coef_aproveitamento_maximo	area_minima_lote	testada_minima_lote	modulo_fracionamento	face_maxima_quarteirao	area_maxima_quarteirao	area_minima_quarteirao	enquadramento_fracionamento	area_publica_viaria_fracionamento	area_publica_equip_fracionamento	enquadramento_desmembramento_t1	area_publica_viaria_desmembramento_t1	area_publica_equip_desmembramento_t1	enquadramento_desmembramento_t2	area_publica_viaria_desmembramento_t2	area_publica_equip_desmembramento_t2	enquadramento_desmembramento_t3	area_publica_viaria_desmembramento_t3	area_publica_equip_desmembramento_t3	enquadramento_loteamento	area_publica_viaria_loteamento	area_publica_equip_loteamento	coef_basico_4d	coef_maximo_4d	afastamento_frente	afastamento_lateral	afastamento_fundos	taxa_permeabilidade_acima_1500	taxa_permeabilidade_ate_1500	fator_conversao_permeabilidade	recuo_jardim	comercio_varejista_inocuo	comercio_varejista_ia1	comercio_varejista_ia2	comercio_atacadista_ia1	comercio_atacadista_ia2	comercio_atacadista_ia3	servico_inocuo	servico_ia1	servico_ia2	servico_ia3	industria_inocua	industria_interferencia_ambiental	nivel_controle_entretenimento	created_at	updated_at
192	SANTANA	ZOT 07	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
193	SANTANA	ZOT 08.3 - B	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
194	MENINO DEUS	ZOT 07	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
195	MENINO DEUS	ZOT 08	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
196	MENINO DEUS	ZOT 08.3 - B	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
197	MENINO DEUS	ZOT 08.3 - A	130	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
198	MENINO DEUS	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
199	TERESÓPOLIS	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
200	TERESÓPOLIS	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
201	TERESÓPOLIS	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
202	TERESÓPOLIS	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
203	TERESÓPOLIS	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
204	TERESÓPOLIS	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
205	TERESÓPOLIS	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
206	TERESÓPOLIS	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
207	BOM JESUS	ZOT 08.3 - C	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
208	BOM JESUS	ZOT 06	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
209	BOM JESUS	ZOT 04	18	2	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
210	BOM JESUS	ZOT 08.3 - B	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
211	CENTRO HISTÓRICO	ZOT 08.1 - B	75	3.6	7	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	18% da altura total desde o RN, aplicável acima de 10 m,			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
212	CENTRO HISTÓRICO	ZOT 08.1 - A	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	18% da altura total desde o RN, aplicável acima de 10 m,			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
213	CENTRO HISTÓRICO	ZOT 08.1 - F	6.7	1.15	0	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Não se aplica	Não se aplica	Não se aplica			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
214	CENTRO HISTÓRICO	ESPECIAL	0	0	0	0	0	0	0	0	Conforme Projeto	0	Conforme Projeto	Conforme Projeto	Conforme Projeto	0	Conforme Projeto	Conforme Projeto	0	Conforme Projeto	Conforme Projeto	0	Conforme Projeto	Conforme Projeto	0	0	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto			0	0	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	Conforme Projeto	0	Conforme Projeto	Conforme Projeto	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
215	CENTRO HISTÓRICO	ZOT 08.1 - G	0	3.6	6	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Órgão Competente	Órgão Competente	Órgão Competente			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
216	CENTRO HISTÓRICO	ZOT 08.1 - C	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	18% da altura total desde o RN, aplicável acima de 10 m,			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
217	CENTRO HISTÓRICO	ZOT 08.1 - E	130	3.6	11.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	18% da altura total desde o RN, aplicável acima de 10 m,			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
218	CENTRO HISTÓRICO	ZOT 08.1 - D	100	3.6	11.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	18% da altura total desde o RN, aplicável acima de 10 m,			0	0	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
219	CRISTAL	ZOT 06	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
220	CRISTAL	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
221	CRISTAL	ZOT 08.3 - A	130	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
222	CRISTAL	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
223	CRISTAL	ZOT 11	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
224	CRISTAL	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
225	CRISTAL	ZOT 03	12.5	2	3	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1000	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
226	CRISTAL	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
227	BELÉM VELHO	ZOT 14	9	0.5	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
228	BELÉM VELHO	ZOT 01	9	1.5	2.5	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			30	4	S/L	1000	500	Proibido	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 2	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
229	BELÉM VELHO	ZOT 15	9	0.3	0	20000	50	0	0	0	200000	0	Não se aplica	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	Não se aplica	Não se aplica	0	0	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN	18% da altura total desde o RN			20	0	300	300	300	Proibido	Proibido	Proibido	300	S/L / 300	Proibido	Proibido	300	Pré-existências e Produção rural	Nível 1	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
230	BELÉM VELHO	ZOT 02	9	2	3	150	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	Isento	Isento			50	4	S/L	1500	1500	500	Proibido	Proibido	S/L	1500	Proibido	Proibido	300	Proibido	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
231	MEDIANEIRA	ZOT 06	42	2.5	5	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
232	MEDIANEIRA	ZOT 07	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
233	MEDIANEIRA	ZOT 12	60	3.6	6.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
234	MEDIANEIRA	ZOT 10	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	S/L	1500	S/L	S/L	S/L	S/L	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
235	MEDIANEIRA	ZOT 08.3 - B	90	3.6	7.5	125	5	5000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 4	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
236	MEDIANEIRA	ZOT 05	33	2.5	4	125	5	3000	200	22500	Não se aplica	3000	Não se aplica	Não se aplica	acima de 3000 a 4000 m²	10	Compartilhado	acima de 4000 a 5000 m²	15	Compartilhado	acima de 5000 a 22500 m²	18	Compartilhado	acima de 22500 m²	32	18	Não se aplica	Não se aplica	Isento	18% da altura total desde o RN, aplicável acima de 12,5 m,	18% da altura total desde o RN, aplicável acima de 12,5 m,			50	4	S/L	S/L	S/L	S/L	1500	Proibido	S/L	S/L	S/L	Proibido	300	1500	Nível 3	2025-08-08T12:35:29.980917	2025-08-08T12:35:29.980917
